appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,owners_variance,players_forever,players_forever_variance,players_2weeks,players_2weeks_variance,average_forever,average_2weeks,median_forever,median_2weeks,price
570,Dota 2,Valve,Valve,65,771846,111059,87,121889568,296575,121889568,296575,8250613,87803,11939,1089,256,570,0
440,Team Fortress 2,Valve,Valve,86,474459,31193,93,44846853,197058,44846853,197058,1403900,36466,4504,640,219,186,0
730,Counter-Strike: Global Offensive,Valve,Valve,71,2254256,269233,89,41730716,190728,39574593,186165,9341708,93327,17641,709,3918,253,1499
304930,Unturned,Smartly Dressed Games,Smartly Dressed Games,74,278187,28196,90,35508620,177108,28432516,159666,601281,23884,1332,390,154,66,0
578080,PLAYERUNKNOWN'S BATTLEGROUNDS,PUBG Corporation,PUBG Corporation,12,394829,321806,54,33437402,172242,33268338,171836,20027238,135174,13848,1154,8632,702,2999
230410,Warframe,Digital Extremes,Digital Extremes,78,165716,15138,91,21807746,140797,14249773,114695,974910,30401,4476,993,253,214,0
550,Left 4 Dead 2,Valve,Valve,95,217745,6970,96,19836079,134554,17284730,125931,721687,26163,2166,226,519,67,1999
444090,Paladins,Hi-Rez Studios,Hi-Rez Studios,54,139866,26837,83,17232595,125748,14273358,114787,868655,28700,1418,414,254,105,0
227940,Heroes & Generals,RETO MOTO,RETO MOTO,23,58551,29360,66,17051119,125107,12172100,106228,232370,14853,764,362,50,46,0
218620,PAYDAY 2,OVERKILL - a Starbreeze Studio.,Starbreeze Publishing AB,54,281999,56322,82,16107738,121714,12538033,107773,771835,27055,3630,610,599,345,0
340,Half-Life 2: Lost Coast,Valve,Valve,57,5030,920,84,15939170,121096,3029247,53480,11420,3293,84,502,24,11,0
240,Counter-Strike: Source,Valve,Valve,92,68770,3111,95,15759183,120432,11593658,103733,253223,15505,8134,411,664,55,1999
4000,Garry's Mod,Facepunch Studios,Valve,92,321783,14322,95,14993306,117561,14020382,113795,998495,30766,6336,530,1029,121,999
320,Half-Life 2: Deathmatch,Valve,Valve,68,5362,684,87,14808602,116856,3713943,59177,16633,3974,583,586,37,20,499
10,Counter-Strike,Valve,Valve,97,109340,2640,96,14310596,114933,10012502,96554,366181,18643,10976,695,368,79,999
301520,Robocraft,Freejam,Freejam,32,78004,29830,72,14157421,114334,10349388,98132,170057,12707,1109,267,131,57,0
236390,War Thunder,Gaijin Entertainment,Gaijin Entertainment,49,71926,15913,81,13986619,113662,8422408,88697,529783,22420,2794,541,258,140,0
433850,H1Z1,Daybreak Game Company,Daybreak Game Company,13,105043,78483,57,12618965,108111,9999344,96492,1497742,37662,3680,131,338,21,0
439700,H1Z1 Test Server,Daybreak Game Company,Daybreak Game Company,13,1044,809,55,12618965,108111,1612437,39073,17626,4091,134,51,17,6,0
620,Portal 2,Valve,Valve,99,119211,1563,98,11689734,104152,9376464,93497,213254,14229,900,171,532,60,1999
80,Counter-Strike: Condition Zero,Valve,Valve,71,10123,1163,88,11761729,104465,4582847,65679,62809,7723,1952,173,68,28,999
100,Counter-Strike: Condition Zero,Valve,Valve,71,10121,1163,88,11761729,104465,2066005,44209,15640,3854,197,53,32,10,999
400,Portal,Valve,Valve,97,44756,924,97,11665653,104047,7906279,85981,68023,8037,316,179,172,50,999
72850,The Elder Scrolls V: Skyrim,Bethesda Game Studios,Bethesda Softworks,86,228418,14747,93,11602844,103774,11129664,101684,461760,20933,7364,558,2963,117,1999
220,Half-Life 2,Valve,Valve,95,58798,2074,96,11142822,101743,6417227,77578,88380,9161,741,212,301,61,999
8930,Sid Meier's Civilization V,"Firaxis Games, Aspyr (Mac, Linux)","2K Games, Aspyr (Mac, Linux)",95,119353,4469,96,10730216,99883,10156740,97233,598054,23820,10671,883,2548,341,2999
271590,Grand Theft Auto V,Rockstar North,Rockstar Games,24,261030,123751,67,10143334,97170,9942245,96222,1892224,42316,7916,535,3997,165,5999
105600,Terraria,Re-Logic,Re-Logic,97,215844,6433,97,9872484,95890,9441260,93813,632562,24496,5133,605,1477,127,999
304050,Trove,Trion Worlds,Trion Worlds,41,44349,12790,77,9924370,96137,8176136,87413,206799,14012,1288,521,115,57,0
291480,Warface,Crytek,My.com,29,28181,11768,70,9689518,95015,6372044,77308,224177,14589,807,284,98,60,0
238960,Path of Exile,Grinding Gear Games,Grinding Gear Games,82,54460,4386,92,9362065,93426,6612109,78732,445127,20553,3959,1350,242,327,0
291550,Brawlhalla,Blue Mammoth Games,Ubisoft,59,56255,9698,85,9224779,92752,8520222,89202,532266,22473,904,256,134,58,0
224260,No More Room in Hell,No More Room in Hell Team,Lever Games,71,45790,5307,89,9118028,92223,5930640,74615,74477,8410,409,242,74,34,0
218230,PlanetSide 2,Daybreak Game Company,Daybreak Game Company,54,33710,6844,83,9133171,92298,5689085,73097,119660,10659,1433,280,134,72,0
333930,Dirty Bomb,Splash Damage,Warchest Ltd.,47,40394,9768,80,8751350,90383,5893402,74383,100545,9771,691,322,60,43,0
273110,Counter-Strike Nexon: Zombies,Nexon,Nexon Europe GmbH,22,20910,10783,65,8563170,89423,5463667,71650,45431,6568,1005,696,42,77,0
49520,Borderlands 2,"Gearbox Software, Aspyr (Mac & Linux)","2K Games, Aspyr (Mac & Linux)",95,123057,4166,96,8452696,88854,7568648,84154,311812,17204,3578,442,1357,125,1999
30,Day of Defeat,Valve,Valve,74,3060,327,87,7983239,86392,1750717,40708,8193,2789,1176,713,26,43,499
40,Deathmatch Classic,Valve,Valve,54,1128,216,82,7861841,85743,816025,27818,6455,2476,338,1099,8,44,499
60,Ricochet,Valve,Valve,45,2287,583,77,7854890,85706,899439,29203,4469,2060,232,1088,3,3,499
386360,SMITE,Hi-Rez Studios,Hi-Rez Studios,54,30170,6020,83,7879964,85840,5738240,73409,263898,15828,2317,803,144,204,0
407530,ARK: Survival Of The Fittest,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLC",Studio Wildcard,15,4509,3093,64,7847442,85666,2161088,45210,23088,4682,239,47,23,9,0
360,Half-Life Deathmatch: Source,Valve,Valve,33,1053,383,72,7847690,85667,479387,21328,6455,2476,286,753,11,18,999
322330,Don't Starve Together,Klei Entertainment,Klei Entertainment,95,83875,2946,96,7444022,83468,6154073,75990,302130,16935,1723,358,536,111,1499
380,Half-Life 2: Episode One,Valve,Valve,86,6524,419,94,7352415,82961,2738040,50859,20357,4397,327,405,201,93,799
300,Day of Defeat: Source,Valve,Valve,74,9428,1035,88,6796317,79806,3030985,53496,37487,5966,1883,206,109,67,999
252950,Rocket League,"Psyonix, Inc.","Psyonix, Inc.",82,193459,15617,92,6995172,80949,6752375,79551,1302114,35123,6089,512,1195,229,1999
70,Half-Life,Valve,Valve,95,22579,880,95,6817915,79931,2790174,51339,51886,7019,678,433,100,53,999
420,Half-Life 2: Episode Two,Valve,Valve,89,12123,639,94,6788124,79759,2419276,47822,22095,4581,506,325,298,45,799
252490,Rust,Facepunch Studios,Facepunch Studios,47,187340,44944,80,6685097,79159,6292353,76829,486834,21493,7344,872,1463,207,3499
489830,The Elder Scrolls V: Skyrim Special Edition,Bethesda Game Studios,Bethesda Softworks,32,36224,13682,78,6277954,76742,3370353,56392,315040,17293,2344,581,526,142,3999
550650,Black Squad,NS STUDIO,"NEOWIZ, NEOBRICKS",33,19276,6778,73,6249652,76571,4395412,64334,428245,20160,614,358,68,65,0
273350,Evolve Stage 2,Turtle Rock Studios,2K,23,28291,14158,66,6108890,75714,4241988,63210,39721,6142,511,259,101,51,0
50,Half-Life: Opposing Force,Gearbox Software,Valve,89,4371,234,94,6040867,75297,874614,28798,14399,3698,644,703,120,95,499
20,Team Fortress Classic,Valve,Valve,57,2902,546,81,6008593,75098,855250,28478,7448,2659,915,1668,16,26,499
130,Half-Life: Blue Shift,Gearbox Software,Valve,74,3144,346,89,6008345,75096,810067,27716,8689,2872,516,1092,76,97,499
346110,ARK: Survival Evolved,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLC",Studio Wildcard,24,123508,59661,68,5928406,74601,5674686,73006,514391,22093,9127,1284,1230,437,5999
208090,Loadout,Edge of Reality,Edge of Reality,62,35034,5624,86,6037391,75275,3646168,58638,21598,4529,382,362,103,20,0
219640,Chivalry: Medieval Warfare,Torn Banner Studios,Torn Banner Studios,52,49437,10204,83,5835806,74023,4725843,66686,65540,7889,970,168,245,47,374
500,Left 4 Dead,Valve,Valve,89,15088,800,94,5801050,73805,3539417,57779,33515,5642,2031,310,350,40,1999
226320,Marvel Heroes Omega,Gazillion Entertainment,Gazillion Entertainment,32,10701,3981,72,5812469,73876,2653880,50076,3227,1750,1648,32,67,57,0
319630,Life is Strange - Episode 1,"DONTNOD Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","Square Enix, Feral interactive (Mac), Feral Interactive (Linux)",95,106562,3871,96,5784168,73698,3552823,57888,92600,9377,503,211,157,65,0
203160,Tomb Raider,"Crystal Dynamics, Feral Interactive (Mac), Feral Interactive (Linux)","Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",92,78942,3320,95,5638192,72773,4542380,65391,219212,14426,901,263,633,108,1999
363970,Clicker Heroes,Playsaurus,Playsaurus,74,40767,4473,90,5642909,72803,4350725,64009,103772,9927,6301,1254,347,60,0
113400,APB Reloaded,Reloaded Productions,Reloaded Games,18,18649,11092,62,5670714,72980,3476111,57264,39473,6123,1394,780,133,76,0
109600,Neverwinter,Cryptic Studios,Perfect World Entertainment,43,17162,4702,78,5592761,72483,3651878,58684,73733,8368,1697,761,281,198,0
253710,theHunter Classic,"Expansive Worlds, Avalanche Studios","Expansive Worlds, Avalanche Studios",5,10796,14746,42,5594747,72495,3590807,58194,39225,6103,386,163,37,37,0
57300,Amnesia: The Dark Descent,Frictional Games,Frictional Games,89,18069,1013,95,5406319,71277,2203043,45645,33515,5642,244,90,71,26,1999
10180,Call of Duty: Modern Warfare 2,"Infinity Ward, Aspyr (Mac)","Activision, Aspyr (Mac)",78,27376,2620,89,5342517,70860,4740739,66790,66037,7919,1337,151,551,47,1999
10190,Call of Duty: Modern Warfare 2,"Infinity Ward, Aspyr (Mac)","Activision, Aspyr (Mac)",78,27383,2620,89,5342517,70860,4697294,66486,125370,10911,8300,180,2081,36,1999
339610,Freestyle 2: Street Basketball,Joycity,Joycity,33,5242,1898,73,5276232,70424,2590078,49473,41707,6293,988,732,65,62,0
377160,Fallout 4,Bethesda Game Studios,Bethesda Softworks,26,94828,42989,68,5280204,70450,5055530,68950,418812,19937,7196,707,3360,176,2999
555570,Infestation: The New Z,Fredaikis AB,Fredaikis AB,8,12157,12969,48,5224842,70084,3956988,61067,98062,9650,830,469,50,52,0
20920,The Witcher 2: Assassins of Kings Enhanced Edition,CD PROJEKT RED,"CD PROJEKT RED, 1C-SoftClub",68,32012,4034,88,5241724,70196,3608681,58338,44438,6496,891,361,278,121,1999
504370,Battlerite,Stunlock Studios,Stunlock Studios,62,37790,6005,86,5214167,70013,3994475,61354,421542,20001,874,274,182,90,0
22380,Fallout: New Vegas,Obsidian Entertainment,Bethesda Softworks,92,56878,2648,95,5090535,69186,4473116,64895,154665,12118,3675,446,1244,107,999
8870,BioShock Infinite,"Irrational Games, Aspyr (Mac), Virtual Programming (Linux)","2K Games, Aspyr (Mac)",92,72346,3384,95,5140931,69524,3852719,60264,74477,8410,878,320,634,115,2999
359550,Tom Clancy's Rainbow Six Siege,Ubisoft Montreal,Ubisoft,49,157980,35092,82,5029711,68776,4881501,67765,1926235,42693,6861,756,1873,330,1499
227300,Euro Truck Simulator 2,SCS Software,SCS Software,97,135667,4009,96,5150365,69587,4877033,67734,682958,25452,4520,412,1250,131,1999
1250,Killing Floor,Tripwire Interactive,Tripwire Interactive,92,51747,2481,96,5104437,69280,3768808,59609,60078,7553,1912,273,345,75,1999
222880,Insurgency,New World Interactive,New World Interactive,78,77863,7677,91,5080356,69118,4206487,62948,258189,15656,1071,175,237,58,999
630,Alien Swarm,Valve,Valve,92,16909,884,95,5048579,68903,5048579,68903,14895,3761,315,238,92,48,0
506540,Last Man Standing,"Free Reign Entertainment, Free Reign Entertainment",Free Reign Entertainment,18,12034,7166,62,4971122,68378,3619853,58428,52134,7036,415,145,65,19,0
346900,AdVenture Capitalist,Hyper Hippo Games,Hyper Hippo Games,71,34259,3918,89,4839794,67478,3800337,59856,80932,8767,2398,434,173,20,0
292030,The Witcher 3: Wild Hunt,CD PROJEKT RED,CD PROJEKT RED,97,148935,3464,97,4820926,67347,4226100,63093,358981,18459,3967,529,1579,139,1999
221380,Age of Empires II HD,"Skybox Labs, Hidden Path Entertainment, Ensemble Studios",Microsoft Studios,89,45451,2750,94,4903100,67913,4482799,64964,330928,17723,2762,463,617,168,1999
280790,Creativerse,Playful Corporation,Playful Corporation,47,17353,4293,80,4695804,66476,3945071,60976,73733,8368,607,368,80,35,0
323370,TERA,"Bluehole, Inc.",En Masse Entertainment,47,10452,2579,80,4729567,66712,2779499,51241,61816,7662,1676,560,251,171,0
219740,Don't Starve,Klei Entertainment,Klei Entertainment,97,56330,1671,97,4603452,65825,3972380,61185,102531,9867,1548,346,374,59,1499
431960,Wallpaper Engine,Kristjan Skutta,Kristjan Skutta,97,43546,1330,96,4616113,65915,4571427,65598,1329423,35488,1287,149,290,10,399
255710,Cities: Skylines,Colossal Order Ltd.,Paradox Interactive,82,53743,4425,91,4489253,65011,4278482,63479,337383,17895,2653,382,745,115,2999
238320,Outlast,Red Barrels,Red Barrels,95,41039,1678,96,4448787,64720,2438640,48012,74477,8410,294,157,110,27,1999
12210,Grand Theft Auto IV,"Rockstar North, Rockstar Toronto",Rockstar Games,22,31315,16829,63,4456483,64775,3733059,59328,66037,7919,1390,264,449,46,1999
8190,Just Cause 2,Avalanche Studios,Square Enix,78,30815,2734,91,4424210,64542,3505406,57503,57596,7396,974,204,207,51,1499
43110,Metro 2033,4A Games,Deep Silver,82,15592,1213,93,4487764,65000,2939377,52686,12413,3433,454,80,156,15,1499
241930,Middle-earth: Shadow of Mordor,"Monolith Productions, Feral Interactive (Mac), Feral Interactive (Linux)","WB Games, Feral Interactive (Mac)",82,48098,4107,91,4396901,64344,3693586,59015,62809,7723,1246,316,842,64,1999
302830,BLOCKADE 3D,Shumkov Dmitriy,Shumkov Dmitriy,14,14842,10342,58,4375551,64189,3286690,55692,44438,6496,426,257,47,26,0
48000,LIMBO,Playdead,Playdead,86,28001,1797,93,4377537,64204,2755914,51024,26812,5046,188,120,105,55,999
55230,Saints Row: The Third,Volition,Deep Silver,95,40997,1594,96,4389205,64289,3595027,58228,51389,6986,1554,180,890,61,999
200110,Nosgoth,Psyonix,Square Enix,,11015,3860,0,4336574,63905,2304581,46680,2564,1897,459,12,56,7,0
24240,PAYDAY The Heist,OVERKILL Software,Daybreak Game Company,86,34316,2469,92,4256387,63317,3350245,56225,13654,3601,504,218,177,33,1499
265630,Fistful of Frags,Fistful of Frags Team,Fistful of Frags Team,78,21694,2094,91,4196805,62876,2875327,52112,56603,7332,327,291,67,28,0
33930,Arma 2: Operation Arrowhead,Bohemia Interactive,Bohemia Interactive,82,17125,1465,92,4137471,62433,3596517,58240,34756,5745,3274,531,225,123,1999
355840,Survarium,Vostok Games,Vostok Games,9,9027,8535,51,4165525,62643,2360191,47238,30784,5407,372,551,36,30,0
211500,RaceRoom Racing Experience,Sector3 Studios,"Sector3 Studios, RaceRoom Entertainment AG",13,4526,3292,57,4134244,62409,1646945,39487,32025,5515,354,151,27,35,0
588430,Fallout Shelter,Bethesda Game Studios,Bethesda Softworks,59,16771,2856,85,4144919,62489,3100745,54104,131080,11156,729,306,121,44,0
272350,Tom Clancy's Ghost Recon Phantoms - EU,Ubisoft Singapore,Ubisoft,30,13492,5505,71,4046609,61750,2341075,47047,993,971,1388,51,198,53,0
204360,Castle Crashers,The Behemoth,The Behemoth,95,44125,1660,96,3985041,61282,3557788,57928,59582,7522,555,131,259,35,1499
242760,The Forest,Endnight Games Ltd,Endnight Games Ltd,82,83133,6901,92,3946313,60986,3801081,59862,230880,14805,1457,344,719,100,1499
409710,BioShock Remastered,"2K Boston, 2K Australia, Blind Squirrel, Feral Interactive (Mac)","2K, Feral Interactive (Mac)",14,6239,4488,58,3978834,61234,1069000,31831,52134,7036,298,232,123,83,1999
7670,BioShock,"2K Boston, 2K Australia",2K Games,89,18848,1102,94,3978834,61234,2469424,48313,14895,3761,421,177,163,58,0
20900,The Witcher: Enhanced Edition Director's Cut,CD PROJEKT RED,"CD PROJEKT RED, 1C-SoftClub",62,22329,3506,86,3884993,60514,2773292,51184,31777,5493,960,321,176,88,999
203770,Crusader Kings II,Paradox Development Studio,Paradox Interactive,68,23528,3119,89,3880524,60479,1970674,43181,767614,26981,4681,248,273,169,3999
438100,VRChat,VRChat Inc.,VRChat Inc.,65,12631,1809,87,3905102,60669,3262609,55489,281525,16348,356,406,51,54,0
224600,Defiance,Trion Worlds,Trion Worlds,39,8726,2643,76,3896413,60602,1931449,42750,18619,4205,949,363,149,91,0
231430,Company of Heroes 2,"Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",35,27546,9473,75,3836086,60134,2476872,48386,154168,12099,4230,494,485,202,1999
42910,Magicka,Arrowhead Game Studios,Paradox Interactive,86,19738,1376,93,3790655,59780,3198559,54945,22343,4606,642,129,279,64,999
206420,Saints Row IV,Deep Silver Volition,Deep Silver,82,50826,4300,92,3793385,59801,3259382,55462,51141,6969,1212,231,776,59,1499
107410,Arma 3,Bohemia Interactive,Bohemia Interactive,74,92399,10263,89,3763594,59568,3649892,58668,383311,19074,11563,945,1854,241,3999
8980,Borderlands,Gearbox Software,2K Games,86,20361,1370,93,3719901,59224,2997718,53203,60327,7569,1757,320,711,94,1999
321040,DiRT 3 Complete Edition,"Codemasters Racing Studio, Feral Interactive (Mac)","Codemasters, Feral Interactive (Mac)",78,13631,1314,88,3785689,59741,2221911,45839,53127,7103,369,109,133,34,299
10500,Empire: Total War,"The Creative Assembly, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",78,13582,1328,89,3646913,58644,3181925,54803,88380,9161,6196,625,1298,181,1999
42700,Call of Duty: Black Ops,Treyarch,Activision,68,12897,1656,85,3710715,59151,3523281,57648,45431,6568,1414,108,536,42,3999
42710,Call of Duty: Black Ops,Treyarch,Activision,68,12897,1656,85,3710715,59151,3110179,54186,37487,5966,4489,195,1005,28,3999
200710,Torchlight II,Runic Games,Runic Games,89,27489,1523,94,3704757,59104,3350245,56225,100793,9783,1513,276,654,121,499
202090,Magicka: Wizard Wars,Paradox North,Paradox Interactive,,9721,1708,0,3623577,58457,1923008,42657,993,971,235,83,47,165,0
200260,Batman: Arkham City - Game of the Year Edition,"Rocksteady Studios, Feral Interactive (Mac)","Warner Bros. Interactive Entertainment, Feral Interactive (Mac)",92,23481,1053,94,3682911,58931,2163322,45233,30039,5341,1022,199,488,58,1999
271290,HAWKEN,"Hawken Entertainment, Inc.",505 Games,54,15866,3231,83,3701282,59076,2166549,45267,1738,1284,339,114,56,198,0
413150,Stardew Valley,ConcernedApe,Chucklefish,97,86275,2268,97,3644431,58624,3434652,56924,283014,16391,3204,474,1531,91,1499
221100,DayZ,Bohemia Interactive,Bohemia Interactive,18,111948,67127,62,3594779,58226,3564491,57982,104020,9939,5157,407,1319,86,3499
280,Half-Life: Source,Valve,Valve,43,3186,852,78,3571939,58042,804605,27623,9434,2993,364,579,65,99,999
50300,Spec Ops: The Line,Yager Development,"2K Games, Missing Link Games",82,26901,2053,93,3525515,57667,1604741,38980,395972,19386,331,136,191,53,2999
63380,Sniper Elite V2,Rebellion,Rebellion,68,19721,2677,87,3543389,57812,2673989,50264,19116,4261,532,193,207,85,1999
242720,GunZ 2: The Second Duel,"Masangsoft, Inc.","Masangsoft, Inc.",23,6748,3336,66,3556795,57920,1379819,36153,5710,2328,459,26,48,2,0
200510,XCOM: Enemy Unknown,"Firaxis Games, Feral Interactive (Mac), Feral Interactive (Linux)","2K Games, Feral Interactive (Mac), Feral Interactive (Linux)",89,35300,1903,94,3570698,58032,3025026,53443,35004,5766,3149,555,1430,177,2999
207610,The Walking Dead,Telltale Games,Telltale Games,95,42912,1371,96,3566229,57996,2389237,47526,19364,4288,691,201,500,55,2499
42690,Call of Duty®: Modern Warfare® 3,"Infinity Ward, Sledgehammer Games, Aspyr (Mac)","Activision, Aspyr (Mac)",59,18237,3191,81,3519308,57616,3011372,53323,77457,8576,6801,236,1511,41,3999
42680,Call of Duty: Modern Warfare 3,"Infinity Ward, Sledgehammer Games, Aspyr (Mac)","Activision, Aspyr (Mac)",57,19712,3539,81,3519308,57616,3165540,54663,54120,7169,1465,134,528,56,3999
35450,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,Tripwire Interactive,Tripwire Interactive,82,25210,2091,93,3501930,57475,2153640,45132,47169,6693,1493,186,254,75,1999
91310,Dead Island,Techland,Deep Silver,,13283,2045,0,3460719,57138,2999704,53220,13902,3633,1105,269,445,89,1999
209870,Blacklight: Retribution,"Hardsuit Labs, Inc.","Hardsuit Labs, Inc.",35,11961,4025,74,3517571,57602,2151406,45109,19612,4316,659,391,87,37,0
255520,Viscera Cleanup Detail: Shadow Warrior,RuneStorm,Devolver Digital,47,2206,533,79,3479091,57288,610219,24060,7327,3206,53,48,19,35,0
409720,BioShock 2 Remastered,"2K Marin, 2K China, Digital Extremes, 2K Australia, Blind Squirrel",2K,7,1825,1995,48,3536190,57753,478394,21306,17130,4033,295,225,117,103,1999
8850,BioShock 2,"2K Marin, 2K China, Digital Extremes, 2K Australia, Feral Interactive (Mac)","2K Games, Feral Interactive (Mac)",74,8151,876,89,3536190,57753,1317755,35333,6455,2476,468,147,160,28,0
236110,Dungeon Defenders II,Trendy Entertainment,Trendy Entertainment,35,9934,3476,74,3419260,56797,2556315,49152,37735,5986,862,593,115,71,0
205100,Dishonored,Arkane Studios,Bethesda Softworks,97,38391,1129,96,3460719,57138,2900649,52339,34508,5725,1044,246,586,62,999
223710,Cry of Fear,Team Psykskallar,Team Psykskallar,62,19338,3033,86,3536935,57759,2343309,47069,26067,4975,183,451,44,26,0
228200,Company of Heroes,Relic Entertainment,SEGA,82,1208,104,91,3493738,57408,1542925,38224,72740,8311,2810,342,439,170,1999
9480,Saints Row 2,Volition,Deep Silver,41,8788,2585,76,3437135,56944,1509410,37808,10675,3184,776,135,121,28,999
312990,The Expendabros,Free Lives,Devolver Digital,97,14168,404,97,3366630,56361,2212477,45742,17626,4091,142,56,60,31,0
380600,Fishing Planet,Fishing Planet LLC,Fishing Planet LLC,37,8994,2886,75,3369360,56384,2345047,47086,69512,8125,821,690,45,64,0
200210,Realm of the Mad God,Wild Shadow Studios,Deca Games,54,21785,4445,83,3389469,56551,2370369,47339,55610,7267,1197,672,67,40,0
33910,ARMA 2,Bohemia Interactive,Bohemia Interactive,12,24,19,52,3324674,56011,2710483,50604,17130,4033,233,76,31,5,0
391540,Undertale,tobyfox,tobyfox,92,88996,4087,95,3256403,55437,2880540,52159,108985,10173,955,152,490,48,999
202970,Call of Duty: Black Ops II,Treyarch,Activision,57,24470,4370,82,3315737,55936,2720662,50699,35004,5766,613,295,186,23,5999
202990,Call of Duty: Black Ops II,Treyarch,Activision,57,24470,4370,82,3315737,55936,2914303,52462,104020,9939,5005,204,1085,44,5999
99900,Spiral Knights,"Grey Havens, LLC","Grey Havens, LLC",54,15001,3020,83,3328398,56042,2122608,44808,22591,4632,1064,323,86,43,0
299360,Block N Load,"Jagex, Artplant",Jagex,41,10208,2944,77,3337583,56119,2245496,46081,35501,5806,513,95,63,32,0
220240,Far Cry 3,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",Ubisoft,71,42422,5090,88,3281725,55651,2938632,52679,118667,10615,1691,279,976,74,1999
4560,Company of Heroes - Legacy Edition,Relic Entertainment,SEGA,89,4637,285,93,3312013,55905,1328181,35472,11420,3293,896,212,126,56,1999
12120,Grand Theft Auto: San Andreas,Rockstar Games,Rockstar Games,71,22171,2716,88,3250693,55388,2150413,45099,63554,7769,998,241,148,28,1499
206210,Gotham City Impostors Free to Play,"Monolith Productions, Inc.",Warner Bros. Interactive Entertainment,57,9049,1709,84,3254169,55418,1660847,39653,11172,3257,264,57,48,23,0
444200,World of Tanks Blitz,Wargaming Group Limited,Wargaming Group Limited,32,9209,3551,72,3146921,54503,2306319,46698,237831,15026,1922,676,107,171,0
286940,S.K.I.L.L. - Special Force 2 (Shooter),"Dragonfly GF Co., LTD",Gameforge 4D GmbH,26,6872,3159,68,3138729,54432,2234324,45966,32025,5515,680,385,86,48,0
203140,Hitman: Absolution,"Io-Interactive A/S, Feral Interactive (Mac)","Io-Interactive A/S, Feral Interactive (Mac)",74,20985,2131,90,3124826,54312,2391471,47548,27805,5139,1004,243,505,111,1999
530700,Argo,Bohemia Interactive,Bohemia Interactive,7,3913,4473,46,3103972,54132,1899424,42396,29791,5319,133,48,25,20,0
289070,Sid Meiers Civilization VI,"Firaxis, Aspyr (Mac, Linux)","2K, Aspyr (Mac, Linux)",27,29615,12735,69,3113654,54216,2923737,52546,449844,20661,5684,929,1901,360,5999
113200,The Binding of Isaac,Edmund McMillen and Florian Himsl,Edmund McMillen,92,42345,1808,95,3116882,54244,2798118,51411,37984,6006,1795,194,353,24,499
239200,Amnesia: A Machine for Pigs,The Chinese Room,Frictional Games,23,3615,1856,65,3059038,53741,448851,20639,18619,4205,186,53,80,22,1999
6060,"Star Wars: Battlefront 2 (Classic, 2005)",Pandemic Studios,"Lucasfilm, LucasArts, Disney Interactive",82,26646,2294,91,3106952,54158,2479355,48410,70505,8182,717,161,197,44,999
238460,BattleBlock Theater,The Behemoth,The Behemoth,97,44197,1151,97,3088580,53998,2734564,50827,64547,7829,471,100,257,33,1499
466240,Deceit,Automaton,Automaton,32,10205,3803,72,3046128,53628,2231841,45941,198855,13740,311,144,66,37,0
211820,Starbound,Chucklefish,Chucklefish,74,68761,7131,90,3119861,54269,3008393,53297,116681,10526,3319,396,1508,128,1499
367540,Starbound - Unstable,,,,0,0,0,3118868,54261,417570,19907,4220,2002,550,193,26,195,
698780,Doki Doki Literature Club!,Team Salvato,Team Salvato,97,87987,2676,97,3070209,53839,2499712,48607,164347,12492,263,142,131,31,0
227700,Firefall,Red 5 Studios,Red 5 Studios,18,5701,3489,62,3091063,54020,1377833,36127,1241,1085,861,5,83,8,0
265930,Goat Simulator,Coffee Stain Studios,Coffee Stain Publishing,68,44756,5614,88,3038681,53563,2714952,50646,41707,6293,454,189,144,33,999
233130,Shadow Warrior,Flying Wild Hog,Devolver Digital,86,17515,1234,93,3043149,53602,1521823,37963,14647,3729,345,167,181,56,3999
35140,Batman: Arkham Asylum Game of the Year Edition,"Rocksteady Studios, Feral Interactive (Mac)","Warner Bros. Interactive Entertainment, Feral Interactive (Mac)",95,18049,688,95,3021054,53408,1946593,42917,13158,3535,691,280,416,70,1999
12220,Grand Theft Auto: Episodes from Liberty City,Rockstar North / Toronto,Rockstar Games,33,5629,2026,71,2951045,52790,1493770,37612,16137,3915,906,206,181,87,1999
35720,Trine 2: Complete Story,Frozenbyte,Frozenbyte,95,15250,628,96,2966686,52928,2018588,43700,15889,3884,395,119,201,65,299
34330,Total War: SHOGUN 2,"The Creative Assembly, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",82,19096,1659,90,3028254,53472,2689133,50406,89373,9212,4706,498,1379,173,2999
211420,DARK SOULS: Prepare To Die Edition,FromSoftware,BANDAI NAMCO Entertainment,78,61032,5948,89,2925723,52564,2654377,50081,80436,8740,2761,327,647,78,1999
